l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
5,4,0,6,0,None,"{'EIS': 0, 'P2': 5, 'P3': 1}","[196, 588, 6468, 9996]","['196a', '588d', '6468r', '9996k']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 5, 'P3': 1}","[196, 588, 6468, 9996]","['196b', '588a', '6468b', '9996b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[204, 1020, 5100, 7548]","['204b', '1020h', '5100p', '7548g']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[207, 2691, 5175, 7659]","['207a', '2691g', '5175m', '7659b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[222, 1554, 5106, 5550]","['222b', '1554i', '5106d', '5550w']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[222, 1110, 1554, 5550]","['222e', '1110d', '1554a', '5550l']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[234, 1638, 5850, 7254]","['234b', '1638l', '5850bc', '7254i']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[234, 1638, 5850, 7254]","['234c', '1638b', '5850a', '7254a']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[246, 3198, 5658, 6150]","['246g', '3198a', '5658a', '6150g']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P1': 1, 'P3': 2}","[260, 4940, 7540]","['260a', '4940a', '4940c', '7540c']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[264, 1320, 1848, 6600]","['264d', '1320c', '1848g', '6600k']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[273, 2730, 6006, 6279]","['273a', '2730t', '6006x', '6279f']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P1': 1, 'P3': 2}","[288, 5472, 7200]","['288d', '5472h', '5472o', '7200q']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[294, 3822, 4998, 7350]","['294c', '3822bg', '4998bq', '7350cr']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[294, 1470, 3822, 7350]","['294f', '1470c', '3822g', '7350h']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[294, 1470, 3822, 7350]","['294g', '1470i', '3822k', '7350bb']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[297, 5049, 5643, 7425]","['297b', '5049b', '5643b', '7425b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[297, 5049, 5643, 7425]","['297c', '5049e', '5643h', '7425s']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[300, 5700]","['300a', '300d', '5700a', '5700e']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[300, 5700]","['300b', '300c', '5700o', '5700r']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[306, 2142, 7038, 7650]","['306d', '2142s', '7038p', '7650cc']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P1': 1, 'P3': 2}","[312, 5928, 7800]","['312a', '5928f', '5928g', '7800f']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[315, 3465, 5355, 7245]","['315a', '3465r', '5355n', '7245r']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[320, 2240, 5440, 7360]","['320d', '2240n', '5440g', '7360n']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[320, 2240, 5440, 7360]","['320e', '2240i', '5440f', '7360i']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[336, 4368, 5712, 8400]","['336d', '4368y', '5712x', '8400cj']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 5, 'P3': 1}","[345, 690, 4830, 7590]","['345e', '690c', '4830f', '7590f']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[352, 1760, 4576, 8800]","['352e', '1760l', '4576e', '8800r']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[352, 1760, 4576, 8800]","['352f', '1760n', '4576h', '8800y']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[354, 4425, 5133, 6726]","['354c', '4425b', '5133a', '6726b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[357, 3570, 8925, 9282]","['357c', '3570m', '8925s', '9282g']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[360, 2520, 4680, 6120]","['360b', '2520k', '4680l', '6120p']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[360, 2520, 4680, 6120]","['360c', '2520b', '4680d', '6120b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 2, 'P1': 1}","[366, 1830, 6954]","['366a', '1830l', '6954m', '6954o']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[368, 1840, 4048, 9200]","['368b', '1840e', '4048c', '9200q']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[378, 1890, 8694, 9450]","['378c', '1890p', '8694h', '9450ca']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 4, 'P3': 2}","[378, 1890, 8694, 9450]","['378d', '1890a', '8694a', '9450a']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 1, 'P2': 4, 'P3': 1}","[396, 2772, 9900]","['396a', '396c', '2772h', '9900s']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 1, 'P2': 4, 'P3': 1}","[400, 2800, 5200]","['400d', '400h', '2800d', '5200d']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 1, 'P2': 4, 'P3': 1}","[400, 2800, 5200]","['400f', '400g', '2800n', '5200l']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[430, 602, 2150, 2666]","['430b', '602a', '2150b', '2666b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[432, 2160, 3024, 7344]","['432c', '2160j', '3024g', '7344m']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[432, 2160, 3024, 7344]","['432d', '2160b', '3024b', '7344c']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[432, 4752, 5616, 9936]","['432e', '4752g', '5616r', '9936y']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[432, 4752, 5616, 9936]","['432f', '4752r', '5616bc', '9936br']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[462, 5313, 5775, 7161]","['462b', '5313a', '5775e', '7161b']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P3': 3}","[588, 2940, 6468, 7644]","['588f', '2940j', '6468o', '7644e']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 3, 'P2': 3}","[650, 7150]","['650e', '650f', '650g', '7150e']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[696, 5800, 8584, 9048]","['696c', '5800d', '8584c', '9048h']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[777, 1295, 1554, 8806]","['777b', '1295b', '1554h', '8806f']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[800, 2400]","['800b', '800e', '2400c', '2400f']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[800, 2400]","['800f', '800i', '2400bc', '2400bg']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[894, 3278, 6258, 7450]","['894c', '3278b', '6258c', '7450c']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 2, 'P3': 4}","[954, 4770, 6678, 8109]","['954i', '4770x', '6678r', '8109f']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[1215, 1701, 3159, 6075]","['1215h', '1701g', '3159c', '6075w']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[1215, 1701, 3159, 6075]","['1215j', '1701h', '3159d', '6075y']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[1300, 9100]","['1300b', '1300f', '9100d', '9100i']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[1600, 4800]","['1600b', '1600i', '4800f', '4800n']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 2, 'P2': 4}","[1600, 4800]","['1600d', '1600k', '4800u', '4800be']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[1610, 2530, 2990, 3910]","['1610g', '2530l', '2990i', '3910q']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 5, 'P2': 1}","[1665, 2331, 5661, 8325]","['1665e', '2331e', '5661c', '8325s']"
5,4,0,6,0,None,"{'EIS': 0, 'P3': 6}","[1953, 3069, 6417, 6975]","['1953e', '3069a', '6417j', '6975f']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P1': 3}","[4725, 9450]","['4725g', '9450cn', '9450cp', '9450db']"
5,4,0,6,0,None,"{'EIS': 0, 'P2': 3, 'P1': 3}","[4725, 9450]","['4725m', '9450bj', '9450bl', '9450by']"
5,4,0,1,5,13,"{'EIS': 0, 'P1': 1}","[5408, 7200, 9248]","['5408a', '7200bg', '7200br', '9248e']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 6}","[7200]","['7200k', '7200m', '7200u', '7200x']"
5,4,0,6,0,None,"{'EIS': 0, 'P1': 6}","[7200]","['7200bl', '7200bm', '7200bu', '7200bw']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[26, 78, 650]","['26a', '78a', '650d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[37, 1443, 2775]","['37b', '1443a', '2775b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[39, 741, 975]","['39a', '741b', '975c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[53, 901, 5353]","['53a', '901b', '5353a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[55, 4565, 5885]","['55a', '4565a', '5885d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[56, 1400, 2968]","['56a', '1400g', '2968c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[57, 741, 1425]","['57b', '741c', '1425f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[61, 1525, 4087]","['61a', '1525c', '4087a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[62, 1550, 2914]","['62a', '1550f', '2914d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[65, 1495, 8255]","['65a', '1495b', '8255c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[66, 462, 1650]","['66a', '462d', '1650e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[67, 938, 3886]","['67a', '938b', '3886d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[75, 3525, 5925]","['75b', '3525k', '5925f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[76, 380, 988]","['76a', '380b', '988a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[77, 3003, 5775]","['77b', '3003c', '5775g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[77, 1771, 1925]","['77c', '1771a', '1925h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[82, 902, 8282]","['82a', '902a', '8282a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[85, 3995, 6545]","['85a', '3995a', '6545d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[91, 182, 7826]","['91a', '182a', '7826g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[101, 4747, 9595]","['101a', '4747a', '9595b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[102, 2550, 6834]","['102b', '2550bc', '6834w']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[102, 2346, 2550]","['102c', '2346e', '2550i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[105, 1785, 7455]","['105a', '1785n', '7455f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[106, 1590, 7950]","['106b', '1590i', '7950q']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[112, 2800, 5936]","['112b', '2800f', '5936c']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[116, 8236]","['116a', '116c', '8236b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[117, 2223, 2925]","['117a', '2223e', '2925i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[118, 2006, 2950]","['118c', '2006h', '2950m']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[118, 826, 2950]","['118d', '826a', '2950h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[120, 1560, 2040]","['120b', '1560d', '2040g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P1': 1}","[121, 6897]","['121b', '6897b', '6897c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[124, 3100, 3596]","['124a', '3100g', '3596b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[124, 620, 1612]","['124b', '620b', '1612a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[129, 3225, 3741]","['129a', '3225a', '3741a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[138, 3450, 9246]","['138c', '3450p', '9246f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[141, 1974, 7050]","['141a', '1974j', '7050be']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[141, 987, 1410]","['141e', '987d', '1410e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[142, 4970, 8662]","['142a', '4970k', '8662i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[142, 994, 3550]","['142e', '994b', '3550e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[143, 3003, 3575]","['143a', '3003h', '3575a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[153, 5661, 8109]","['153c', '5661h', '8109j']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[154, 770, 3850]","['154a', '770c', '3850h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[154, 2618, 3850]","['154b', '2618d', '3850m']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[155, 4495, 6045]","['155c', '4495a', '6045f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[158, 2370, 3950]","['158b', '2370c', '3950b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[158, 3002, 4898]","['158e', '3002c', '4898b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[168, 4200, 5208]","['168a', '4200m', '5208e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[168, 2184, 4200]","['168b', '2184c', '4200f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[170, 510, 3910]","['170c', '510c', '3910i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[170, 3570, 3910]","['170d', '3570d', '3910e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[171, 2223, 4275]","['171a', '2223a', '4275h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[172, 6364, 7052]","['172a', '6364b', '7052b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[174, 4350, 9570]","['174b', '4350w', '9570z']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[174, 870, 4002]","['174c', '870f', '4002i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[175, 5775, 8925]","['175b', '5775r', '8925o']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[176, 528, 3696]","['176c', '528i', '3696bb']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[184, 2760, 6440]","['184a', '2760k', '6440i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[184, 4600, 6072]","['184b', '4600c', '6072h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[185, 1110, 4070]","['185a', '1110i', '4070d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[185, 555, 1295]","['185b', '555b', '1295a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[187, 1870, 4675]","['187b', '1870a', '4675j']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[189, 3213, 7749]","['189b', '3213s', '7749i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[189, 3213, 7749]","['189c', '3213g', '7749d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[190, 5890, 7030]","['190a', '5890g', '7030f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[190, 570, 5510]","['190b', '570d', '5510b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[190, 570, 3230]","['190c', '570i', '3230f']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[195, 390, 6045]","['195b', '390d', '6045k']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[195, 390, 6630]","['195c', '390g', '6630i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[195, 390, 2730]","['195d', '390f', '2730i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[198, 1386, 4950]","['198b', '1386j', '4950bk']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[201, 5226, 6834]","['201a', '5226d', '6834n']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[204, 1020, 5100]","['204a', '1020a', '5100c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[208, 624, 5200]","['208a', '624i', '5200y']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[208, 624, 5200]","['208b', '624e', '5200a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[208, 1456, 5200]","['208c', '1456e', '5200o']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[210, 6510, 7770]","['210c', '6510s', '7770s']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[219, 3066, 5475]","['219a', '3066g', '5475c']"
5,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[219, 2555, 3431]","['219c', '2555f', '3431a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[220, 5060, 9460]","['220b', '5060e', '9460g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[222, 2442, 5550]","['222a', '2442h', '5550bl']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[222, 1110, 3774]","['222d', '1110f', '3774k']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[228, 5700, 9804]","['228b', '5700d', '9804c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[232, 696, 3480]","['232b', '696d', '3480q']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[234, 5850]","['234d', '234e', '5850bs']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[235, 705, 7285]","['235b', '705e', '7285c']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[238, 2618, 6902]","['238b', '2618a', '6902a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[240, 7440, 8880]","['240b', '7440j', '8880j']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[240, 3120, 4080]","['240c', '3120b', '4080e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[242, 1694, 6050]","['242a', '1694j', '6050bg']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[242, 1694, 6050]","['242b', '1694b', '6050l']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[246, 4674]","['246c', '246f', '4674b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[246, 1722, 6150]","['246d', '1722a', '6150b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[246, 4182, 6150]","['246e', '4182h', '6150bh']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[249, 1245, 9213]","['249a', '1245b', '9213a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[249, 2739, 6225]","['249b', '2739e', '6225a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[252, 6300, 9324]","['252a', '6300l', '9324e']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[254, 5842, 8890]","['254c', '5842c', '8890a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[258, 1290, 6450]","['258a', '1290b', '6450f']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[258, 6450]","['258d', '258e', '6450v']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[262, 6026, 6550]","['262a', '6026d', '6550q']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[264, 4488, 6600]","['264a', '4488j', '6600bd']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[272, 6800, 7888]","['272d', '6800p', '7888d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[280, 840, 3640]","['280a', '840d', '3640a']"
5,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[286, 3575, 7579]","['286a', '3575e', '7579a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[291, 1455, 2910]","['291d', '1455e', '2910b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[294, 1470, 7350]","['294a', '1470l', '7350bo']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[294, 1470, 7350]","['294b', '1470q', '7350cn']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[296, 6808, 7400]","['296b', '6808e', '7400i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[303, 3333, 5757]","['303a', '3333e', '5757g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[304, 6384, 6992]","['304c', '6384g', '6992b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[304, 1520, 3952]","['304f', '1520i', '3952h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[306, 7038, 7650]","['306a', '7038m', '7650cd']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[306, 7650, 8874]","['306b', '7650t', '8874d']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[308, 924, 7084]","['308a', '924f', '7084c']"
5,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[309, 2575, 8549]","['309a', '2575b', '8549a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[310, 5270, 7130]","['310a', '5270d', '7130g']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[318, 6042, 7950]","['318b', '6042e', '7950k']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[318, 1590, 7950]","['318e', '1590e', '7950h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[320, 2240, 7360]","['320c', '2240j', '7360j']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[320, 2240, 7360]","['320f', '2240bb', '7360bb']"
5,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[322, 2093, 9499]","['322d', '2093a', '9499b']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[324, 2268, 8100]","['324b', '2268b', '8100j']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[324, 2268, 8100]","['324d', '2268a', '8100i']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[329, 987, 7567]","['329a', '987e', '7567a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[333, 4329, 8325]","['333a', '4329b', '8325u']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[336, 4368, 8400]","['336c', '4368g', '8400x']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[338, 1014, 8450]","['338c', '1014e', '8450p']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[339, 1695, 2373]","['339a', '1695d', '2373c']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[342, 8550]","['342a', '342b', '8550bg']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[342, 3762, 4446]","['342d', '3762m', '4446k']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[342, 3762, 4446]","['342e', '3762a', '4446a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[344, 5848, 8600]","['344a', '5848g', '8600h']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[345, 2415, 5865]","['345b', '2415c', '5865d']"
5,3,0,3,0,None,"{'EIS': 0, 'P3': 3}","[345, 1955, 3565]","['345c', '1955a', '3565a']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 3}","[345, 690, 7590]","['345f', '690j', '7590x']"
5,3,0,3,0,None,"{'EIS': 0, 'P2': 2, 'P3': 1}","[350, 4550, 6650]","['350a', '4550f', '6650g']"
5,3,0,3,0,None,"{'EIS': 0, 'P1': 1, 'P2': 2}","[350, 4550]","['350d', '350f', '4550t']"
