lmfdb_label,Clabel,conductor,ainvs
142.b2,142c1,142,"[1, -1, 0, -1, -3]"
142.c1,142e1,142,"[1, -1, 0, -2626, 52244]"
142.d1,142a1,142,"[1, -1, 1, -12, 15]"
142.e1,142d2,142,"[1, 0, 0, -58, -170]"
142.e2,142d1,142,"[1, 0, 0, -8, 8]"
143.a1,143a1,143,"[0, -1, 1, -1, -2]"
144.a1,144a4,144,"[0, 0, 0, -135, 594]"
144.a2,144a2,144,"[0, 0, 0, -15, -22]"
144.a3,144a1,144,"[0, 0, 0, 0, -1]"
144.a4,144a3,144,"[0, 0, 0, 0, 27]"
144.b1,144b5,144,"[0, 0, 0, -3459, -78302]"
144.b2,144b4,144,"[0, 0, 0, -579, 5362]"
144.b3,144b3,144,"[0, 0, 0, -219, -1190]"
144.b4,144b2,144,"[0, 0, 0, -39, 70]"
144.b5,144b1,144,"[0, 0, 0, 6, 7]"
144.b6,144b6,144,"[0, 0, 0, 141, -4718]"
145.a1,145a1,145,"[1, -1, 1, -3, 2]"
145.a2,145a2,145,"[1, -1, 1, 2, 6]"
147.a1,147a5,147,"[1, 1, 1, -38417, 2882228]"
147.a2,147a4,147,"[1, 1, 1, -2402, 44246]"
147.a3,147a3,147,"[1, 1, 1, -1912, -32782]"
147.a4,147a6,147,"[1, 1, 1, -1667, 72764]"
147.a5,147a2,147,"[1, 1, 1, -197, 146]"
147.a6,147a1,147,"[1, 1, 1, 48, 48]"
147.b1,147c2,147,"[0, -1, 1, -912, 10919]"
147.b2,147c1,147,"[0, -1, 1, -2, -1]"
147.c1,147b2,147,"[0, 1, 1, -44704, -3655907]"
147.c2,147b1,147,"[0, 1, 1, -114, 473]"
148.a1,148a1,148,"[0, -1, 0, -5, 1]"
150.a1,150b4,150,"[1, 1, 0, -20700, 1134000]"
150.a2,150b2,150,"[1, 1, 0, -1325, -19125]"
150.a3,150b3,150,"[1, 1, 0, -700, 34000]"
150.a4,150b1,150,"[1, 1, 0, -75, -375]"
150.b1,150c7,150,"[1, 1, 1, -133338, -18795969]"
150.b2,150c8,150,"[1, 1, 1, -11338, -67969]"
150.b3,150c6,150,"[1, 1, 1, -8338, -295969]"
150.b4,150c5,150,"[1, 1, 1, -7213, 232781]"
150.b5,150c4,150,"[1, 1, 1, -1713, -24219]"
150.b6,150c2,150,"[1, 1, 1, -463, 3281]"
150.b7,150c3,150,"[1, 1, 1, -338, -7969]"
150.b8,150c1,150,"[1, 1, 1, 37, 281]"
150.c1,150a4,150,"[1, 0, 0, -828, 9072]"
150.c2,150a2,150,"[1, 0, 0, -53, -153]"
150.c3,150a3,150,"[1, 0, 0, -28, 272]"
150.c4,150a1,150,"[1, 0, 0, -3, -3]"
152.a1,152a1,152,"[0, 1, 0, -1, 3]"
152.b1,152b1,152,"[0, 1, 0, -8, -16]"
153.a1,153a1,153,"[0, 0, 1, -3, 2]"
153.b1,153b2,153,"[0, 0, 1, -534, 4752]"
153.b2,153b1,153,"[0, 0, 1, 6, 27]"
153.c1,153c3,153,"[1, -1, 0, -816, 9179]"
153.c2,153c2,153,"[1, -1, 0, -51, 152]"
153.c3,153c1,153,"[1, -1, 0, -6, -1]"
153.c4,153c4,153,"[1, -1, 0, -6, 377]"
153.d1,153d1,153,"[0, 0, 1, -27, -61]"
154.a1,154a2,154,"[1, -1, 0, -469, 4029]"
154.a2,154a1,154,"[1, -1, 0, -29, 69]"
154.b1,154c2,154,"[1, 1, 0, -234, -1480]"
154.b2,154c1,154,"[1, 1, 0, -14, -28]"
154.c1,154b3,154,"[1, -1, 1, -5164, -141529]"
154.c2,154b4,154,"[1, -1, 1, -604, 2343]"
154.c3,154b2,154,"[1, -1, 1, -324, -2137]"
154.c4,154b1,154,"[1, -1, 1, -4, -89]"
155.a1,155a2,155,"[0, -1, 1, -840, -9114]"
155.a2,155a1,155,"[0, -1, 1, 10, 6]"
155.b1,155b2,155,"[1, 1, 1, -26, -62]"
155.b2,155b1,155,"[1, 1, 1, -1, -2]"
155.c1,155c1,155,"[0, -1, 1, -1, 1]"
156.a1,156a2,156,"[0, -1, 0, -20, -24]"
156.a2,156a1,156,"[0, -1, 0, -5, 6]"
156.b1,156b4,156,"[0, 1, 0, -748, -7564]"
156.b2,156b3,156,"[0, 1, 0, -733, -7888]"
156.b3,156b2,156,"[0, 1, 0, -148, 644]"
156.b4,156b1,156,"[0, 1, 0, -13, -4]"
158.a1,158b1,158,"[1, 1, 0, -3, 1]"
158.b1,158d2,158,"[1, 0, 1, -5217, -145452]"
158.b2,158d1,158,"[1, 0, 1, -82, -92]"
158.b3,158d3,158,"[1, 0, 1, -47, 118]"
158.c1,158a1,158,"[1, -1, 1, -9, 9]"
158.d1,158c2,158,"[1, 1, 1, -23380, -1385691]"
158.d2,158c1,158,"[1, 1, 1, -420, 3109]"
158.e1,158e2,158,"[1, 1, 1, -9, 5]"
158.e2,158e1,158,"[1, 1, 1, 1, 1]"
160.a1,160a1,160,"[0, 1, 0, -6, 4]"
160.a2,160a2,160,"[0, 1, 0, -1, 15]"
160.b1,160b1,160,"[0, -1, 0, -6, -4]"
160.b2,160b2,160,"[0, -1, 0, -1, -15]"
161.a1,161a3,161,"[1, -1, 1, -124, 560]"
161.a2,161a1,161,"[1, -1, 1, -9, 8]"
161.a3,161a2,161,"[1, -1, 1, -4, -2]"
161.a4,161a4,161,"[1, -1, 1, 26, 36]"
162.a1,162a1,162,"[1, -1, 0, -6, 8]"
162.a2,162a2,162,"[1, -1, 0, 39, -19]"
162.b1,162c3,162,"[1, -1, 0, -1077, 13877]"
162.b2,162c4,162,"[1, -1, 0, -852, 19664]"
162.b3,162c2,162,"[1, -1, 0, -42, -100]"
162.b4,162c1,162,"[1, -1, 0, 3, -1]"
162.c1,162b4,162,"[1, -1, 1, -9695, -364985]"
162.c2,162b3,162,"[1, -1, 1, -95, -697]"
162.c3,162b1,162,"[1, -1, 1, -5, 5]"
162.c4,162b2,162,"[1, -1, 1, 25, 1]"
162.d1,162d2,162,"[1, -1, 1, -56, -161]"
162.d2,162d1,162,"[1, -1, 1, 4, -1]"
163.a1,163a1,163,"[0, 0, 1, -2, 1]"
166.a1,166a1,166,"[1, 1, 0, -6, 4]"
168.a1,168b4,168,"[0, -1, 0, -4032, 99900]"
168.a2,168b3,168,"[0, -1, 0, -392, -228]"
168.a3,168b2,168,"[0, -1, 0, -252, 1620]"
168.a4,168b1,168,"[0, -1, 0, -7, 52]"
168.b1,168a3,168,"[0, 1, 0, -152, 672]"
168.b2,168a2,168,"[0, 1, 0, -12, 0]"
168.b3,168a1,168,"[0, 1, 0, -7, -10]"
168.b4,168a4,168,"[0, 1, 0, 48, 48]"
170.a1,170b3,170,"[1, 0, 1, -4169, -20724]"
170.a2,170b1,170,"[1, 0, 1, -2554, 49452]"
170.a3,170b2,170,"[1, 0, 1, -2474, 52716]"
170.a4,170b4,170,"[1, 0, 1, 16311, -159988]"
170.b1,170a1,170,"[1, 0, 1, -8, 6]"
170.b2,170a2,170,"[1, 0, 1, 12, 38]"
170.c1,170d1,170,"[1, 0, 1, -3, 6]"
170.c2,170d2,170,"[1, 0, 1, 22, -164]"
170.d1,170e1,170,"[1, -1, 0, -10, -10]"
170.e1,170c2,170,"[1, 0, 0, -6641, -215575]"
170.e2,170c1,170,"[1, 0, 0, 399, -919]"
171.a1,171a3,171,"[1, -1, 1, -914, -10402]"
171.a2,171a2,171,"[1, -1, 1, -59, -142]"
171.a3,171a1,171,"[1, -1, 1, -14, 20]"
171.a4,171a4,171,"[1, -1, 1, 76, -790]"
171.b1,171b3,171,"[0, 0, 1, -6924, 221760]"
171.b2,171b2,171,"[0, 0, 1, -84, 315]"
171.b3,171b1,171,"[0, 0, 1, 6, 0]"
171.c1,171c2,171,"[0, 0, 1, -39513, 3023145]"
171.c2,171c1,171,"[0, 0, 1, 177, 1035]"
171.d1,171d1,171,"[0, 0, 1, -21, -41]"
172.a1,172a1,172,"[0, 1, 0, -13, 15]"
172.a2,172a2,172,"[0, 1, 0, 67, 79]"
174.a1,174e1,174,"[1, 1, 0, -56, -192]"
174.b1,174a1,174,"[1, 0, 1, -7705, 1226492]"
174.b2,174a2,174,"[1, 0, 1, 68840, -31810330]"
174.c1,174d3,174,"[1, 0, 1, -310, -2122]"
174.c2,174d4,174,"[1, 0, 1, -50, 86]"
174.c3,174d2,174,"[1, 0, 1, -20, -34]"
174.c4,174d1,174,"[1, 0, 1, 0, -2]"
174.d1,174c1,174,"[1, 1, 1, -5, -7]"
174.e1,174b2,174,"[1, 0, 0, -6511, -203353]"
174.e2,174b1,174,"[1, 0, 0, -1, 137]"
175.a1,175a2,175,"[0, -1, 1, -148, 748]"
175.a2,175a1,175,"[0, -1, 1, 2, -2]"
175.b1,175b3,175,"[0, -1, 1, -3283, -74657]"
175.b2,175b1,175,"[0, -1, 1, -33, 93]"
175.b3,175b2,175,"[0, -1, 1, 217, -282]"
175.c1,175c2,175,"[0, 1, 1, -3708, 86119]"
175.c2,175c1,175,"[0, 1, 1, 42, -131]"
176.a1,176c2,176,"[0, -1, 0, -77, 289]"
176.a2,176c1,176,"[0, -1, 0, 3, 1]"
176.b1,176b3,176,"[0, 1, 0, -125125, 16994227]"
176.b2,176b2,176,"[0, 1, 0, -165, 1427]"
176.b3,176b1,176,"[0, 1, 0, -5, -13]"
176.c1,176a1,176,"[0, 0, 0, -4, -4]"
178.a1,178b2,178,"[1, 1, 0, -684, 6608]"
178.a2,178b1,178,"[1, 1, 0, -44, 80]"
178.b1,178a2,178,"[1, 0, 0, -554, -5068]"
178.b2,178a1,178,"[1, 0, 0, 6, -28]"
179.a1,179a1,179,"[0, 0, 1, -1, -1]"
180.a1,180a3,180,"[0, 0, 0, -372, 2761]"
180.a2,180a4,180,"[0, 0, 0, -327, 3454]"
180.a3,180a1,180,"[0, 0, 0, -12, -11]"
180.a4,180a2,180,"[0, 0, 0, 33, -74]"
182.a1,182c1,182,"[1, 0, 1, -4609, 120244]"
182.b1,182e1,182,"[1, -1, 0, -22, 884]"
182.c1,182a4,182,"[1, -1, 1, -59134, 5547693]"
182.c2,182a3,182,"[1, -1, 1, -31294, -2081875]"
182.c3,182a2,182,"[1, -1, 1, -4254, 59693]"
182.c4,182a1,182,"[1, -1, 1, 866, 6445]"
182.d1,182b3,182,"[1, 0, 0, -15663, -755809]"
182.d2,182b2,182,"[1, 0, 0, -193, -1055]"
182.d3,182b1,182,"[1, 0, 0, 7, -7]"
182.e1,182d1,182,"[1, -1, 1, 3, -5]"
184.a1,184a1,184,"[0, -1, 0, 0, 1]"
184.b1,184b1,184,"[0, -1, 0, -4, 5]"
184.c1,184c2,184,"[0, 0, 0, -35, 62]"
184.c2,184c1,184,"[0, 0, 0, 5, 6]"
184.d1,184d1,184,"[0, 0, 0, -55, -157]"
185.a1,185a1,185,"[0, 1, 1, -156, 700]"
185.b1,185b1,185,"[0, -1, 1, -5, 6]"
185.c1,185c1,185,"[1, 0, 1, -4, -3]"
185.c2,185c2,185,"[1, 0, 1, 1, -9]"
186.a1,186a1,186,"[1, 1, 0, -83, -369]"
186.b1,186c1,186,"[1, 0, 1, -17, -28]"
186.c1,186b2,186,"[1, 0, 0, -1395, -20181]"
186.c2,186b1,186,"[1, 0, 0, 15, 9]"
187.a1,187a2,187,"[0, 1, 1, -99, -905]"
187.a2,187a1,187,"[0, 1, 1, 11, 30]"
187.b1,187b1,187,"[0, 0, 1, 7, 1]"
189.a1,189a1,189,"[0, 0, 1, -3, 0]"
189.b1,189b3,189,"[0, 0, 1, -3834, -91375]"
189.b2,189b2,189,"[0, 0, 1, -54, -88]"
189.b3,189b1,189,"[0, 0, 1, -24, 45]"
189.c1,189c3,189,"[0, 0, 1, -426, 3384]"
189.c2,189c2,189,"[0, 0, 1, -216, -1222]"
189.c3,189c1,189,"[0, 0, 1, -6, 3]"
189.d1,189d1,189,"[0, 0, 1, -27, -7]"
190.a1,190b1,190,"[1, 1, 0, 2, 2]"
190.b1,190a1,190,"[1, -1, 1, -48, 147]"
190.c1,190c2,190,"[1, 0, 0, -2780, -56650]"
190.c2,190c1,190,"[1, 0, 0, -30, -100]"
192.a1,192a3,192,"[0, -1, 0, -129, 609]"
192.a2,192a2,192,"[0, -1, 0, -9, 9]"
192.a3,192a1,192,"[0, -1, 0, -4, -2]"
192.a4,192a4,192,"[0, -1, 0, 31, 33]"
192.b1,192d5,192,"[0, -1, 0, -1537, 23713]"
192.b2,192d3,192,"[0, -1, 0, -257, -1503]"
192.b3,192d4,192,"[0, -1, 0, -97, 385]"
192.b4,192d2,192,"[0, -1, 0, -17, -15]"
192.b5,192d1,192,"[0, -1, 0, 3, -3]"
192.b6,192d6,192,"[0, -1, 0, 63, 1377]"
192.c1,192b3,192,"[0, 1, 0, -129, -609]"
192.c2,192b2,192,"[0, 1, 0, -9, -9]"
192.c3,192b1,192,"[0, 1, 0, -4, 2]"
192.c4,192b4,192,"[0, 1, 0, 31, -33]"
192.d1,192c5,192,"[0, 1, 0, -1537, -23713]"
192.d2,192c4,192,"[0, 1, 0, -257, 1503]"
192.d3,192c3,192,"[0, 1, 0, -97, -385]"
192.d4,192c2,192,"[0, 1, 0, -17, 15]"
192.d5,192c1,192,"[0, 1, 0, 3, 3]"
192.d6,192c6,192,"[0, 1, 0, 63, -1377]"
194.a1,194a2,194,"[1, -1, 1, -13, 19]"
194.a2,194a1,194,"[1, -1, 1, -3, -1]"
195.a1,195a7,195,"[1, 0, 0, -130000, -18051943]"
195.a2,195a5,195,"[1, 0, 0, -8125, -282568]"
195.a3,195a8,195,"[1, 0, 0, -7930, -296725]"
195.a4,195a3,195,"[1, 0, 0, -520, -4225]"
195.a5,195a2,195,"[1, 0, 0, -115, 392]"
195.a6,195a1,195,"[1, 0, 0, -110, 435]"
195.a7,195a4,195,"[1, 0, 0, 210, 2277]"
195.a8,195a6,195,"[1, 0, 0, 605, -19750]"
195.b1,195d1,195,"[0, -1, 1, -190, 1101]"
195.c1,195c1,195,"[0, 1, 1, -66, -349]"
195.d1,195b1,195,"[0, 1, 1, 0, -1]"
196.a1,196a2,196,"[0, -1, 0, -142, 701]"
196.a2,196a1,196,"[0, -1, 0, -2, 1]"
196.b1,196b2,196,"[0, 1, 0, -6974, -226507]"
196.b2,196b1,196,"[0, 1, 0, -114, -127]"
197.a1,197a1,197,"[0, 0, 1, -5, 4]"
198.a1,198a3,198,"[1, -1, 0, -3168, 69430]"
198.a2,198a2,198,"[1, -1, 0, -198, 1120]"
198.a3,198a4,198,"[1, -1, 0, -108, 2074]"
198.a4,198a1,198,"[1, -1, 0, -18, 4]"
198.b1,198d4,198,"[1, -1, 0, -9222, -338572]"
198.b2,198d3,198,"[1, -1, 0, -582, -5068]"
198.b3,198d2,198,"[1, -1, 0, -147, -135]"
198.b4,198d1,198,"[1, -1, 0, -87, 333]"
198.c1,198e3,198,"[1, -1, 0, -90585, 10516473]"
198.c2,198e4,198,"[1, -1, 0, -90495, 10538343]"
198.c3,198e1,198,"[1, -1, 0, -405, -2187]"
198.c4,198e2,198,"[1, -1, 0, 1035, -15147]"
198.d1,198c4,198,"[1, -1, 1, -1325, 4969]"
198.d2,198c2,198,"[1, -1, 1, -1025, 12881]"
198.d3,198c3,198,"[1, -1, 1, -785, -8207]"
198.d4,198c1,198,"[1, -1, 1, -65, 209]"
198.e1,198b3,198,"[1, -1, 1, -725, 7661]"
198.e2,198b4,198,"[1, -1, 1, -365, 15005]"
198.e3,198b1,198,"[1, -1, 1, -50, -115]"
198.e4,198b2,198,"[1, -1, 1, 40, -547]"
200.a1,200a1,200,"[0, 0, 0, 125, -1250]"
200.b1,200b2,200,"[0, 1, 0, -28, 48]"
200.b2,200b1,200,"[0, 1, 0, -3, -2]"
200.c1,200c3,200,"[0, 0, 0, -2675, -53250]"
200.c2,200c2,200,"[0, 0, 0, -175, -750]"
200.c3,200c1,200,"[0, 0, 0, -50, 125]"
200.c4,200c4,200,"[0, 0, 0, 325, -4250]"
200.d1,200d2,200,"[0, -1, 0, -708, 7412]"
200.d2,200d1,200,"[0, -1, 0, -83, -88]"
200.e1,200e1,200,"[0, 0, 0, 5, -10]"
201.a1,201a1,201,"[0, -1, 1, 2, 0]"
201.b1,201b1,201,"[1, 0, 0, -1, 2]"
201.c1,201c1,201,"[1, 1, 0, -794, 8289]"
202.a1,202a1,202,"[1, -1, 0, 4, -176]"
203.a1,203a2,203,"[0, -1, 1, -2150, -37668]"
203.a2,203a1,203,"[0, -1, 1, 20, -8]"
203.b1,203b1,203,"[1, 1, 1, 0, -2]"
203.c1,203c2,203,"[1, 1, 0, -154, 675]"
203.c2,203c1,203,"[1, 1, 0, -9, 8]"
204.a1,204a1,204,"[0, -1, 0, -1621, -24623]"
204.b1,204b1,204,"[0, 1, 0, -5, -9]"
205.a1,205a3,205,"[1, -1, 1, -232, -1286]"
205.a2,205a2,205,"[1, -1, 1, -27, 26]"
205.a3,205a1,205,"[1, -1, 1, -22, 44]"
205.a4,205a4,205,"[1, -1, 1, 98, 126]"
205.b1,205b1,205,"[1, 1, 1, -21, -46]"
205.b2,205b2,205,"[1, 1, 1, -16, -62]"
205.c1,205c2,205,"[1, 1, 0, -27, 44]"
205.c2,205c1,205,"[1, 1, 0, -2, -1]"
206.a1,206a2,206,"[1, 1, 0, -8, -10]"
206.a2,206a1,206,"[1, 1, 0, 2, 0]"
207.a1,207a2,207,"[1, -1, 1, -140, 668]"
207.a2,207a1,207,"[1, -1, 1, -5, 20]"
208.a1,208a3,208,"[0, -1, 0, -7352, 245104]"
208.a2,208a2,208,"[0, -1, 0, -72, 496]"
208.a3,208a1,208,"[0, -1, 0, 8, -16]"
208.b1,208b1,208,"[0, -1, 0, -16, 32]"
208.c1,208c2,208,"[0, 0, 0, -4, 3]"
208.c2,208c1,208,"[0, 0, 0, 1, 10]"
208.d1,208d2,208,"[0, 0, 0, -3403, 83834]"
208.d2,208d1,208,"[0, 0, 0, -43, -166]"
209.a1,209a1,209,"[0, 1, 1, -27, 55]"
209.a2,209a2,209,"[0, 1, 1, 193, -308]"
210.a1,210d3,210,"[1, 1, 0, -373, 2623]"
210.a2,210d2,210,"[1, 1, 0, -23, 33]"
210.a3,210d1,210,"[1, 1, 0, -3, -3]"
210.a4,210d4,210,"[1, 1, 0, 7, 147]"
210.b1,210b7,210,"[1, 0, 1, -351233, -80149132]"
210.b2,210b6,210,"[1, 0, 1, -21953, -1253644]"
210.b3,210b8,210,"[1, 0, 1, -20353, -1443724]"
210.b4,210b4,210,"[1, 0, 1, -4358, -109132]"
210.b5,210b3,210,"[1, 0, 1, -1473, -16652]"
210.b6,210b2,210,"[1, 0, 1, -578, 2756]"
210.b7,210b1,210,"[1, 0, 1, -498, 4228]"
210.b8,210b5,210,"[1, 0, 1, 1922, 20756]"
210.c1,210c5,210,"[1, 1, 1, -16800, -845133]"
210.c2,210c3,210,"[1, 1, 1, -1050, -13533]"
210.c3,210c6,210,"[1, 1, 1, -980, -15325]"
210.c4,210c4,210,"[1, 1, 1, -370, 2435]"
210.c5,210c2,210,"[1, 1, 1, -70, -205]"
210.c6,210c1,210,"[1, 1, 1, 10, -13]"
210.d1,210a7,210,"[1, 0, 0, -6451, 124931]"
210.d2,210a4,210,"[1, 0, 0, -5761, 167825]"
210.d3,210a6,210,"[1, 0, 0, -2701, -52819]"
210.d4,210a3,210,"[1, 0, 0, -2681, -53655]"
210.d5,210a2,210,"[1, 0, 0, -361, 2585]"
210.d6,210a5,210,"[1, 0, 0, -81, 6561]"
210.d7,210a1,210,"[1, 0, 0, -41, -39]"
210.d8,210a8,210,"[1, 0, 0, 729, -176985]"
210.e1,210e7,210,"[1, 0, 0, -1920800, -1024800150]"
210.e2,210e5,210,"[1, 0, 0, -120050, -16020000]"
210.e3,210e8,210,"[1, 0, 0, -119300, -16229850]"
210.e4,210e4,210,"[1, 0, 0, -15070, 710612]"
210.e5,210e3,210,"[1, 0, 0, -7550, -247500]"
210.e6,210e2,210,"[1, 0, 0, -1070, 7812]"
210.e7,210e1,210,"[1, 0, 0, 210, 900]"
210.e8,210e6,210,"[1, 0, 0, 1270, -789048]"
212.a1,212a1,212,"[0, -1, 0, -4, 8]"
212.b1,212b2,212,"[0, -1, 0, -17, -22]"
212.b2,212b1,212,"[0, -1, 0, -12, -40]"
213.a1,213a2,213,"[1, 0, 1, -15, 19]"
213.a2,213a1,213,"[1, 0, 1, 0, 1]"
214.a1,214b1,214,"[1, 0, 1, 1, 0]"
214.b1,214c1,214,"[1, 0, 1, -193, 1012]"
214.c1,214a1,214,"[1, 0, 0, -12, 16]"
214.d1,214d2,214,"[1, 0, 0, -18, -112]"
214.d2,214d1,214,"[1, 0, 0, 2, 4]"
215.a1,215a1,215,"[0, 0, 1, -8, -12]"
216.a1,216a1,216,"[0, 0, 0, -12, 20]"
216.b1,216b1,216,"[0, 0, 0, -3, -34]"
216.c1,216c1,216,"[0, 0, 0, -27, 918]"
216.d1,216d1,216,"[0, 0, 0, -108, -540]"
218.a1,218a1,218,"[1, 0, 0, -2, 4]"
218.a2,218a2,218,"[1, 0, 0, 18, -104]"
219.a1,219a1,219,"[0, -1, 1, -6, 8]"
219.b1,219b2,219,"[0, 1, 1, -27, -85]"
219.b2,219b1,219,"[0, 1, 1, 3, 2]"
219.c1,219c2,219,"[1, 1, 0, -1297, -18530]"
219.c2,219c1,219,"[1, 1, 0, -82, -305]"
220.a1,220a4,220,"[0, 1, 0, -7100, -232652]"
220.a2,220a3,220,"[0, 1, 0, -445, -3720]"
220.a3,220a2,220,"[0, 1, 0, -100, -252]"
220.a4,220a1,220,"[0, 1, 0, -45, 100]"
220.b1,220b2,220,"[0, -1, 0, -60, 200]"
220.b2,220b1,220,"[0, -1, 0, -5, 2]"
221.a1,221a2,221,"[1, -1, 1, -11718, 491144]"
221.a2,221a1,221,"[1, -1, 1, -733, 7804]"
221.b1,221b1,221,"[1, 1, 0, -59, 152]"
221.b2,221b2,221,"[1, 1, 0, -54, 185]"
222.a1,222e1,222,"[1, 1, 0, -182317, 29887645]"
222.b1,222c3,222,"[1, 1, 0, -804, -9108]"
222.b2,222c4,222,"[1, 1, 0, -604, 5428]"
222.b3,222c2,222,"[1, 1, 0, -64, -80]"
222.b4,222c1,222,"[1, 1, 0, 16, 0]"
222.c1,222d1,222,"[1, 0, 1, 1, -46]"
222.d1,222b1,222,"[1, 1, 1, 17, 179]"
222.e1,222a2,222,"[1, 0, 0, -148, -706]"
222.e2,222a1,222,"[1, 0, 0, 2, -4]"
224.a1,224a2,224,"[0, 1, 0, -8, -8]"
224.a2,224a1,224,"[0, 1, 0, 2, 0]"
224.b1,224b2,224,"[0, -1, 0, -8, 8]"
224.b2,224b1,224,"[0, -1, 0, 2, 0]"
225.a1,225e1,225,"[0, 0, 1, -75, 256]"
225.a2,225e2,225,"[0, 0, 1, 375, -12344]"
225.b1,225c7,225,"[1, -1, 1, -486005, 130530872]"
225.b2,225c5,225,"[1, -1, 1, -30380, 2044622]"
225.b3,225c8,225,"[1, -1, 1, -24755, 2820872]"
225.b4,225c3,225,"[1, -1, 1, -18005, -925378]"
225.b5,225c4,225,"[1, -1, 1, -2255, 19622]"
225.b6,225c2,225,"[1, -1, 1, -1130, -14128]"
225.b7,225c1,225,"[1, -1, 1, -5, -628]"
225.b8,225c6,225,"[1, -1, 1, 7870, 141122]"
225.c1,225a2,225,"[0, 0, 1, 0, -34]"
225.c2,225a1,225,"[0, 0, 1, 0, 1]"
225.d1,225b2,225,"[0, 0, 1, 0, -4219]"
225.d2,225b1,225,"[0, 0, 1, 0, 156]"
225.e1,225d2,225,"[0, 0, 1, -1875, 32031]"
225.e2,225d1,225,"[0, 0, 1, 15, -99]"
226.a1,226a2,226,"[1, 0, 0, -45, -119]"
226.a2,226a1,226,"[1, 0, 0, -5, 1]"
228.a1,228b1,228,"[0, -1, 0, 3, 9]"
228.b1,228a2,228,"[0, -1, 0, -92, 360]"
228.b2,228a1,228,"[0, -1, 0, 3, 18]"
229.a1,229a1,229,"[1, 0, 0, -2, -1]"
231.a1,231a5,231,"[1, 1, 1, -4519, -118810]"
231.a2,231a3,231,"[1, 1, 1, -284, -1924]"
231.a3,231a2,231,"[1, 1, 1, -39, 36]"
231.a4,231a1,231,"[1, 1, 1, -34, 62]"
231.a5,231a6,231,"[1, 1, 1, 31, -5578]"
231.a6,231a4,231,"[1, 1, 1, 126, 432]"
232.a1,232a1,232,"[0, -1, 0, 8, -4]"
232.b1,232b1,232,"[0, 1, 0, -80, -304]"
233.a1,233a2,233,"[1, 0, 1, -5, 3]"
233.a2,233a1,233,"[1, 0, 1, 0, 11]"
234.a1,234c2,234,"[1, -1, 0, -63, 209]"
234.a2,234c1,234,"[1, -1, 0, -3, 5]"
234.b1,234a2,234,"[1, -1, 0, -1914, 35846]"
234.b2,234a1,234,"[1, -1, 0, -24, -64]"
234.c1,234d3,234,"[1, -1, 1, -186656, -30992493]"
234.c2,234d4,234,"[1, -1, 1, -21056, 404115]"
234.c3,234d2,234,"[1, -1, 1, -11696, -479469]"
234.c4,234d1,234,"[1, -1, 1, -176, -18669]"
234.d1,234b2,234,"[1, -1, 1, -569, -5075]"
234.d2,234b1,234,"[1, -1, 1, -29, -107]"
234.e1,234e3,234,"[1, -1, 1, -4136, 103403]"
234.e2,234e2,234,"[1, -1, 1, -41, 209]"
234.e3,234e1,234,"[1, -1, 1, 4, -7]"
235.a1,235b1,235,"[1, 1, 1, -3551, -82926]"
235.b1,235a1,235,"[1, 1, 1, -5, 0]"
235.c1,235c1,235,"[0, -1, 1, 4, 1]"
236.a1,236a1,236,"[0, -1, 0, -1, 2]"
236.b1,236b1,236,"[0, 1, 0, -9, 8]"
236.b2,236b2,236,"[0, 1, 0, 31, 68]"
238.a1,238b2,238,"[1, -1, 0, -8, 6]"
238.a2,238b1,238,"[1, -1, 0, 2, 0]"
238.b1,238e2,238,"[1, 1, 0, -128, -160]"
238.b2,238e1,238,"[1, 1, 0, 32, 0]"
238.c1,238a2,238,"[1, 0, 0, -700, 7056]"
238.c2,238a1,238,"[1, 0, 0, -60, 16]"
238.d1,238c3,238,"[1, -1, 1, -529, -4545]"
238.d2,238c2,238,"[1, -1, 1, -39, -37]"
238.d3,238c1,238,"[1, -1, 1, -19, 35]"
238.d4,238c4,238,"[1, -1, 1, 131, -377]"
238.e1,238d2,238,"[1, 1, 1, -28, -5]"
238.e2,238d1,238,"[1, 1, 1, -18, -37]"
240.a1,240c4,240,"[0, -1, 0, -216, 1296]"
240.a2,240c3,240,"[0, -1, 0, -136, -560]"
240.a3,240c2,240,"[0, -1, 0, -16, 16]"
240.a4,240c1,240,"[0, -1, 0, 4, 0]"
240.b1,240b8,240,"[0, -1, 0, -85336, 9623536]"
240.b2,240b7,240,"[0, -1, 0, -7256, 34800]"
240.b3,240b6,240,"[0, -1, 0, -5336, 151536]"
240.b4,240b4,240,"[0, -1, 0, -4616, -119184]"
240.b5,240b5,240,"[0, -1, 0, -1096, 12400]"
240.b6,240b2,240,"[0, -1, 0, -296, -1680]"
240.b7,240b3,240,"[0, -1, 0, -216, 4080]"
240.b8,240b1,240,"[0, -1, 0, 24, -144]"
240.c1,240a5,240,"[0, -1, 0, -3200, 70752]"
240.c2,240a3,240,"[0, -1, 0, -200, 1152]"
240.c3,240a6,240,"[0, -1, 0, -80, 2400]"
240.c4,240a2,240,"[0, -1, 0, -20, 0]"
240.c5,240a1,240,"[0, -1, 0, -15, -18]"
240.c6,240a4,240,"[0, -1, 0, 80, -80]"
240.d1,240d7,240,"[0, 1, 0, -34560, 2461428]"
240.d2,240d5,240,"[0, 1, 0, -2160, 37908]"
240.d3,240d8,240,"[0, 1, 0, -1760, 52788]"
