label,level,dim,sealed,a2,a3,a5,a7,a11,a13,a17,a19,a23,a29,a31,a37,a41,a43,a47,a53,a59,a61,a67,a71,a73,a79,a83,a89,a97
581.2.a.c,581,13,0,0,7,5,13,3,20,-3,29,-7,4,25,-19,6,21,12,-11,12,23,21,4,30,29,-13,0,19
581.2.a.d,581,14,0,1,3,-5,-14,15,-14,5,31,13,2,5,7,4,35,-4,-5,14,11,25,12,-20,53,14,-4,-11
582.2.a.a,582,1,0,-1,-1,0,-2,4,-4,-2,0,-2,4,-4,-8,-2,-4,0,-6,0,-14,4,-10,-6,8,4,-6,-1
582.2.a.b,582,1,0,1,-1,-2,-2,0,-4,-4,-4,0,2,-8,4,0,-4,0,10,10,10,-4,0,2,0,-14,2,1
582.2.a.c,582,1,0,1,-1,0,-2,4,2,4,6,4,-8,8,-2,-8,8,0,6,-12,-2,10,-16,6,-4,4,18,-1
582.2.a.d,582,1,0,1,1,-2,0,4,2,6,0,4,-2,-8,-6,6,-4,-8,-10,4,6,-16,-4,10,8,4,-6,1
582.2.a.e,582,2,0,-2,2,-4,-2,-4,-4,-4,2,-14,-12,0,4,4,0,-12,-4,6,4,-14,6,0,-8,18,4,2
582.2.a.f,582,2,0,-2,2,4,0,4,0,8,-4,4,4,-4,0,0,-8,0,16,8,4,4,4,0,-20,-8,-4,-2
582.2.a.g,582,2,0,2,-2,0,8,-4,-2,2,6,2,-4,4,2,2,-8,12,-12,24,-16,-22,-14,-12,4,-4,-12,-2
582.2.a.h,582,2,0,2,2,4,0,0,-2,-6,2,-2,0,0,-2,-2,0,12,0,4,-16,10,10,-8,-24,16,-4,2
582.2.a.i,582,3,0,-3,-3,2,0,-4,10,2,0,-4,2,-4,22,-2,24,20,2,-8,10,4,-8,22,-4,0,-10,3
583.2.a.a,583,1,0,1,-1,4,4,1,1,1,-3,5,-3,4,-3,10,-6,-10,-1,-10,12,-4,3,-8,-7,-15,-6,-7
583.2.a.b,583,1,0,2,1,3,0,-1,4,0,-4,-3,6,-3,7,-2,-2,0,1,5,0,7,3,-2,6,-10,-1,-7
583.2.a.c,583,1,0,2,3,-3,2,1,0,6,-8,-5,-4,-5,11,12,-2,-8,-1,13,-8,-3,1,-4,-10,2,7,1
583.2.a.d,583,2,0,-2,0,0,-2,-2,-6,0,-4,8,-2,8,10,-6,-10,-16,-2,-10,-10,12,8,4,-8,-8,-22,-10
583.2.a.e,583,2,0,0,-2,-6,4,-2,0,-4,8,-6,8,-2,-18,-4,12,-20,-2,-6,20,-6,-2,-8,20,12,-14,-14
583.2.a.f,583,6,0,-2,2,-3,-11,-6,-3,-29,-3,-13,-20,1,-2,-11,-4,19,-6,9,-6,19,-10,-31,-11,-17,22,3
583.2.a.g,583,8,0,-2,-8,-11,-1,8,-3,-19,-5,-13,6,-17,-4,-19,2,-21,8,-3,-14,-19,2,-19,19,-33,-54,-27
583.2.a.h,583,10,0,3,-1,8,3,-10,3,31,11,10,4,2,-1,43,12,3,10,-4,26,-26,7,33,-7,55,33,2
583.2.a.i,583,12,0,1,6,10,-3,12,-2,28,4,5,7,-4,-2,11,-6,49,-12,-10,-30,8,-12,33,-6,14,33,57
584.2.a.a,584,2,0,0,1,-3,-4,1,-3,-4,-4,-1,-10,-2,-8,-4,4,4,2,16,-5,6,3,-2,-11,23,-8,-9
584.2.a.b,584,3,0,0,-3,1,-4,-9,-3,2,-8,-1,-4,-6,2,2,-16,-8,4,-4,-15,-10,7,3,-11,1,10,13
584.2.a.c,584,6,0,0,5,-1,4,13,1,0,12,7,0,8,4,-12,16,-14,-30,4,-1,26,7,-6,9,7,-12,7
584.2.a.d,584,7,0,0,-3,5,4,-7,7,10,4,7,12,12,18,6,6,-2,14,-30,21,-18,3,7,17,-37,-10,-7
585.2.a.a,585,1,0,-2,0,-1,-3,5,1,-5,2,1,-10,-2,-3,9,-4,-10,-9,0,-11,-4,-15,6,-11,-8,11,-9
585.2.a.b,585,1,0,-2,0,-1,3,1,-1,1,-2,3,2,-6,11,5,4,10,-11,-8,13,12,5,10,-3,12,15,17
585.2.a.c,585,1,0,-2,0,1,-1,-5,-1,7,-6,-3,-2,2,7,-9,-8,-10,-5,0,5,-4,-9,-6,-3,4,-11,-11
585.2.a.d,585,1,0,-1,0,-1,2,-4,-1,-4,6,0,-4,-10,-2,-6,-8,-8,-4,12,2,-10,0,-6,12,-4,14,-14
585.2.a.e,585,1,0,0,0,-1,-1,3,1,3,-4,9,6,2,-1,3,2,6,-9,12,5,-4,-9,14,-7,0,-15,5
585.2.a.f,585,1,0,0,0,1,-1,-3,1,-3,-4,-9,-6,2,-1,-3,2,-6,9,-12,5,-4,9,14,-7,0,15,5
585.2.a.g,585,1,0,1,0,-1,0,-4,1,-2,-4,-8,2,-8,6,6,-4,8,-6,12,-2,-4,0,-6,16,4,-10,18
585.2.a.h,585,1,0,1,0,1,-4,-2,-1,-2,-6,6,-2,-10,-2,6,10,-4,-2,-6,2,-4,-6,-6,-12,16,-2,-2
585.2.a.i,585,1,0,1,0,1,2,4,-1,4,6,0,4,-10,-2,6,-8,8,4,-12,2,-10,0,-6,12,4,-14,-14
585.2.a.j,585,2,0,-1,0,-2,-5,-1,-2,1,-2,-9,6,12,-9,-3,-2,-14,-3,-24,-1,2,-25,-12,-3,0,-9,5
585.2.a.k,585,2,0,0,0,2,4,6,2,0,-2,-6,12,10,-8,0,10,-12,0,6,4,-8,-6,-8,4,12,12,4
585.2.a.l,585,2,0,1,0,2,-5,1,-2,-1,-2,9,-6,12,-9,3,-2,14,3,24,-1,2,25,-12,-3,0,9,5
585.2.a.m,585,2,0,2,0,-2,4,-4,-2,4,4,0,0,12,0,12,-8,4,12,-12,-16,-4,-4,0,0,12,-12,-4
585.2.a.n,585,3,0,0,0,3,1,-1,3,1,6,7,-18,6,13,-1,0,18,-11,8,9,4,11,-6,5,-8,-11,-25
586.2.a.a,586,1,0,-1,2,3,0,2,-1,1,6,-7,1,-2,-4,0,0,7,-6,9,2,-9,10,7,-5,0,0,-5
586.2.a.b,586,1,0,1,-1,-2,-1,0,0,-2,-5,-9,-6,2,-3,10,12,3,-3,-4,3,-10,-6,7,12,16,-14,-7
586.2.a.c,586,1,0,1,-1,0,-3,-4,-4,-2,3,5,-2,4,-1,-12,-6,1,3,6,-7,12,4,7,-8,-12,-12,13
586.2.a.d,586,3,0,-3,-3,2,1,-4,-2,-6,-3,-3,-12,-16,-7,-4,-20,3,1,-32,-5,-14,-16,-3,0,8,6,35
586.2.a.e,586,3,0,-3,0,-6,0,-7,0,1,-6,-2,-14,8,14,-16,4,-8,-14,2,4,0,-8,16,-13,-8,8,0
586.2.a.f,586,5,0,-5,0,-4,-3,10,-6,8,0,22,22,-2,-14,12,3,-4,18,14,0,16,20,-22,6,19,-2,-22
586.2.a.g,586,10,0,10,-1,3,2,7,9,8,-7,10,27,2,13,6,-19,-6,15,-5,-19,-45,4,0,8,-21,14,2
587.2.a.a,587,5,0,-3,-2,2,-4,1,-20,4,3,-4,-18,-11,-6,-12,7,0,21,-12,2,-32,6,-38,-25,31,-10,23
587.2.a.b,587,13,0,-3,-2,-11,-15,-5,-21,-13,-18,-3,2,10,-69,13,-47,13,-59,17,-30,-4,7,11,22,-12,30,-65
587.2.a.c,587,31,0,6,2,7,19,2,51,13,15,1,14,9,85,-5,26,7,36,-13,24,66,-11,19,23,1,-14,56
588.2.a.a,588,1,0,0,-1,-2,0,2,-3,8,-1,8,4,3,-1,6,11,6,-12,4,-6,13,-10,-11,-3,2,0,10
588.2.a.b,588,1,0,0,-1,-2,0,2,4,-6,-8,-6,-10,-4,6,6,4,-8,2,4,8,-8,-10,-4,4,-12,14,-4
588.2.a.c,588,1,0,0,-1,0,0,-6,-2,0,4,-6,6,-8,2,-12,-4,-12,-6,0,10,8,6,10,-4,12,-12,10
588.2.a.d,588,1,0,0,1,-4,0,2,6,4,4,2,-2,0,2,0,-4,-12,-6,8,-6,-8,14,2,12,4,0,2
588.2.a.e,588,1,0,0,1,2,0,2,-4,6,8,-6,-10,4,6,-6,4,8,2,-4,-8,-8,-10,4,4,12,-14,4
588.2.a.f,588,1,0,0,1,2,0,2,3,-8,1,8,4,-3,-1,-6,11,-6,-12,-4,6,13,-10,11,-3,-2,0,-10
589.2.a.a,589,3,0,1,2,0,-2,8,-8,-2,3,-4,-12,-3,2,16,0,-22,4,14,-10,18,16,26,-4,16,10,-20
589.2.a.b,589,9,0,-4,-5,-10,-1,-17,-3,-5,9,-3,-26,9,-5,-29,3,-12,-14,-47,13,6,-41,11,-3,-17,-24,8
589.2.a.c,589,9,0,0,7,0,1,7,13,9,9,13,26,-9,-9,17,13,18,8,47,-13,-36,15,-25,23,-5,14,6
589.2.a.d,589,10,0,0,-7,-7,-2,-22,-1,-10,-10,-17,-18,-10,5,1,-8,-19,-6,-33,-24,-18,-15,8,-5,-21,-22,32
589.2.a.e,589,14,0,0,7,9,6,18,-3,8,-14,19,-4,14,-3,1,-18,37,-10,63,2,10,17,-16,-27,31,-20,4
590.2.a.a,590,1,0,-1,-2,-1,5,-3,-1,3,-4,0,0,8,11,-3,-1,6,12,1,2,-4,-3,2,-1,-3,6,2
590.2.a.b,590,1,0,-1,0,1,1,-5,-7,1,-2,4,6,-10,-7,-7,7,-4,12,1,-6,12,-13,-10,5,17,0,-12
590.2.a.c,590,1,0,-1,0,1,4,4,2,-6,4,0,-2,0,2,10,-4,0,6,-1,14,4,0,-10,8,-12,-14,-10
590.2.a.d,590,1,0,1,-2,1,-3,-5,1,3,-8,-4,-8,0,-3,-3,1,6,0,-1,-10,12,5,-6,15,-5,-10,-2
590.2.a.e,590,2,0,-2,-2,-2,-2,8,-4,-4,-6,0,-2,-10,0,-10,-6,6,-4,-2,0,-28,20,-24,0,14,-10,-18
590.2.a.f,590,2,0,-2,0,2,-2,-2,-6,-2,8,0,-4,0,14,10,2,0,-8,-2,8,-12,10,20,26,-14,-8,20
590.2.a.g,590,2,0,-2,1,2,-2,-1,6,12,-4,-13,8,12,2,-5,0,-3,3,-2,19,16,11,5,-25,10,6,21
590.2.a.h,590,2,0,-2,3,-2,2,1,6,0,8,7,0,0,2,-5,20,-3,-3,2,-11,4,-13,13,7,14,10,5
590.2.a.i,590,2,0,2,-4,-2,-2,-2,-6,-6,-4,-8,8,-12,-10,2,-2,-12,8,2,8,-4,6,12,-18,-10,20,-16
590.2.a.j,590,3,0,3,3,-3,3,0,9,-3,6,-3,-6,6,9,-12,-15,3,-3,-3,-3,0,-6,-3,0,-15,-6,3
590.2.a.k,590,4,0,4,3,4,4,1,2,-8,-2,1,6,14,-10,-7,10,-7,-9,4,9,-12,-1,-1,-1,8,0,-3
591.2.a.a,591,1,0,0,-1,0,1,2,0,-4,-7,-5,-3,-4,-1,-1,1,11,-6,8,-7,-4,0,0,-8,-1,6,10
591.2.a.b,591,2,0,0,-2,0,-2,-4,-4,0,2,10,-6,-4,-10,-6,-2,-10,4,12,-2,4,0,-20,-12,14,-20,0
591.2.a.c,591,3,0,-2,3,-6,-1,-10,0,-6,-1,-3,-3,-6,-3,-11,7,-9,-10,-10,-1,-4,-4,-4,6,-17,-18,6
591.2.a.d,591,13,0,5,13,12,-1,20,-2,12,-1,13,7,-12,-9,17,-9,19,10,26,1,-14,20,-8,-12,23,54,-8
591.2.a.e,591,14,0,0,-14,0,7,4,8,4,15,-3,7,18,21,23,27,-19,12,-16,7,22,-4,18,2,-51,28,54
592.2.a.a,592,1,0,0,-1,0,1,-3,-4,6,-2,-6,-6,4,1,-9,-8,-3,-3,-12,8,4,15,11,10,-9,6,8
592.2.a.b,592,1,0,0,1,-4,3,-5,0,-6,-2,6,-6,-4,1,-9,-4,7,9,4,-8,12,-3,-5,-6,1,2,0
592.2.a.c,592,1,0,0,1,-2,-1,-1,-6,-4,8,-6,2,4,-1,7,-2,-9,-3,12,4,0,-7,7,0,-3,-12,-8
592.2.a.d,592,1,0,0,1,0,3,3,0,2,2,6,-2,4,1,7,-4,-1,9,-8,-4,-12,5,-13,10,1,-2,-12
592.2.a.e,592,1,0,0,3,-2,1,5,-2,0,0,-2,6,4,-1,-9,-2,9,1,-8,-8,-8,-9,-1,-4,15,4,4
592.2.a.f,592,2,0,0,-3,-1,-2,1,-1,-12,-4,3,3,-3,2,9,6,-2,-12,-14,-3,-11,-12,-21,7,-20,-4,-4
592.2.a.g,592,2,0,0,1,1,2,5,1,0,0,1,-3,-17,-2,17,6,-2,-8,14,19,9,12,3,-3,20,-12,8
592.2.a.h,592,2,0,0,1,4,-1,-1,4,6,6,4,0,10,-2,5,0,-17,7,2,-14,12,-15,-3,-6,-7,18,-10
592.2.a.i,592,3,0,0,-2,-1,-7,0,3,-4,-8,-9,-9,-17,-3,-16,4,-11,-3,2,15,5,5,-6,1,9,16,0
592.2.a.j,592,4,0,0,-2,5,1,-4,5,8,-2,9,7,1,4,2,-6,29,-5,10,-1,1,17,8,-15,-15,-20,2
593.2.a.a,593,1,0,-1,-2,2,2,-2,-6,2,4,0,2,0,6,10,10,10,-6,0,10,-2,4,-2,8,0,-6,14
593.2.a.b,593,1,0,1,1,-2,-1,-4,6,1,-8,-6,10,-6,-3,8,1,8,9,-12,-8,4,8,7,-10,0,-6,2
593.2.a.c,593,2,0,-1,6,-1,8,-7,-4,4,-1,0,-7,14,-8,10,-4,14,0,-9,11,10,-1,-6,-16,11,17,27
593.2.a.d,593,18,0,-6,-9,-1,-30,-3,-22,-9,-6,-23,-4,-28,-46,-1,-53,-40,-19,0,18,-88,-40,-9,-39,-16,32,-18
593.2.a.e,593,27,0,6,4,0,25,18,30,-8,11,27,5,24,43,-31,30,2,26,-7,-19,92,9,12,63,-23,-15,5
594.2.a.a,594,1,0,-1,0,-3,-4,-1,5,-3,8,9,6,2,-4,-9,-10,0,9,6,-1,5,12,2,11,-3,6,-7
594.2.a.b,594,1,0,-1,0,-2,-1,1,6,-5,-8,-1,-9,0,-3,9,-5,-9,4,-3,-2,4,0,-12,-7,2,2,19
594.2.a.c,594,1,0,-1,0,-2,1,-1,-2,-1,0,-3,-1,-8,1,-11,1,5,-4,3,-2,-12,-8,12,-17,14,2,-5
594.2.a.d,594,1,0,-1,0,1,4,-1,1,5,0,-3,-10,10,4,7,-2,8,5,6,-5,-3,4,-6,-17,5,14,1
594.2.a.e,594,1,0,1,0,-1,4,1,1,-5,0,3,10,10,4,-7,-2,-8,-5,-6,-5,-3,-4,-6,-17,-5,-14,1
594.2.a.f,594,1,0,1,0,2,-1,-1,6,5,-8,1,9,0,-3,-9,-5,9,-4,3,-2,4,0,-12,-7,-2,-2,19
594.2.a.g,594,1,0,1,0,2,1,1,-2,1,0,3,1,-8,1,11,1,-5,4,-3,-2,-12,8,12,-17,-14,-2,-5
594.2.a.h,594,1,0,1,0,3,-4,1,5,3,8,-9,-6,2,-4,9,-10,0,-9,-6,-1,5,-12,2,11,3,-6,-7
594.2.a.i,594,2,0,-2,0,-2,4,2,2,-2,0,2,12,-4,8,6,12,12,-14,12,18,-6,12,-4,10,2,-4,-18
594.2.a.j,594,2,0,2,0,2,4,-2,2,2,0,-2,-12,-4,8,-6,12,-12,14,-12,18,-6,-12,-4,10,-2,4,-18
595.2.a.a,595,1,0,-2,2,-1,-1,2,-1,1,6,9,6,5,-7,-5,-8,9,2,14,13,2,-8,-8,16,1,-6,-16
595.2.a.b,595,1,0,2,2,-1,1,6,1,-1,-6,-5,6,9,-5,-9,0,-1,-6,-6,-7,14,12,-8,0,15,-10,-4
595.2.a.c,595,1,0,2,2,1,1,-2,-1,1,2,-1,2,-5,-1,-3,4,1,6,6,-5,-6,16,4,4,-15,14,-4
595.2.a.d,595,3,0,-4,-2,3,3,-7,-9,-3,-1,1,-11,-9,-4,-11,-9,1,-23,5,1,-9,-11,-27,22,4,19,6
595.2.a.e,595,3,0,-2,-4,3,-3,1,-9,3,3,1,-13,9,-18,-15,-11,-7,-13,-15,-17,15,3,-15,12,-8,-9,-18
595.2.a.f,595,3,0,-2,-2,-3,3,-9,-3,3,1,-5,-23,1,-4,-11,17,-3,-19,-1,-13,1,-7,27,-20,-10,13,4
595.2.a.g,595,3,0,0,0,-3,-3,3,-3,-3,-15,3,-9,-9,6,-15,-9,-3,-9,3,-3,9,-9,15,6,-6,-27,12
595.2.a.h,595,3,0,2,0,-3,-3,-5,-1,3,-3,-7,15,11,8,27,-9,11,1,-7,27,-23,7,-7,-18,6,9,0
595.2.a.i,595,4,0,1,-2,4,4,5,3,4,-5,11,3,-1,20,9,-5,-9,5,-5,-11,7,-19,5,-10,16,-11,8
595.2.a.j,595,4,0,2,2,4,-4,-5,14,-4,-3,0,17,-8,-7,0,-3,6,15,9,-4,-3,-17,11,8,7,5,18
595.2.a.k,595,5,0,2,-2,-5,5,7,-5,-5,1,17,17,-19,-2,15,5,-5,27,9,5,-3,1,-7,-4,-30,17,-32
596.2.a.a,596,3,0,0,0,-3,-3,-3,-9,-3,0,0,-6,-12,-9,-6,0,-6,12,3,-9,15,15,-9,-9,0,-3,3
596.2.a.b,596,10,0,0,0,5,5,-3,15,5,0,6,10,24,19,12,-6,-2,8,-17,19,-17,-11,15,-9,-24,17,27
597.2.a.a,597,2,0,2,-2,0,0,0,2,2,2,6,8,8,0,-6,4,22,-8,12,-2,-14,0,-8,-12,12,0,8
597.2.a.b,597,3,0,-2,3,-1,-5,-4,-11,-7,-11,2,0,-1,-3,3,-14,-9,6,7,-4,-10,9,3,-5,-11,19,1
597.2.a.c,597,3,0,0,-3,3,3,6,-3,9,9,6,-6,-9,-3,9,18,-3,6,3,-12,6,15,3,-9,27,9,-15
597.2.a.d,597,11,0,-5,-11,-5,-5,-10,-9,-19,-11,-16,-14,-5,-5,-19,-34,-33,-22,-27,-14,-16,11,-13,11,-53,-5,17
597.2.a.e,597,14,0,2,14,1,11,0,15,5,19,6,-14,11,1,-17,38,-5,-12,9,14,10,-19,37,11,45,-25,3
598.2.a.a,598,1,0,-1,-3,-3,3,-2,1,1,6,1,-6,-4,-7,4,-9,-5,-12,14,0,-2,-3,-10,16,16,2,-14
598.2.a.b,598,1,0,-1,0,0,0,-2,1,-2,-6,1,-6,8,8,-2,-6,-8,-12,-4,0,10,0,-10,4,-14,14,-14
598.2.a.c,598,1,0,1,-1,-1,-1,-6,-1,3,-4,1,0,-8,7,-2,11,-11,-10,0,12,-2,-13,4,8,14,10,4
598.2.a.d,598,1,0,1,-1,3,3,2,-1,-1,-4,-1,0,8,3,-2,-1,-3,-2,0,-4,-10,3,-12,8,6,-14,-12
598.2.a.e,598,2,0,-2,0,2,4,4,-2,8,2,2,10,0,10,6,-10,6,22,6,-4,4,-18,6,0,-2,12,-6
598.2.a.f,598,2,0,-2,1,1,-3,-4,2,11,-4,-2,4,-8,-3,6,7,3,10,-2,14,-8,17,-4,0,2,-14,6
598.2.a.g,598,2,0,2,-2,-2,-6,-4,2,-10,-4,-2,-8,4,-6,0,-14,6,-8,16,8,4,14,-4,-24,8,4,0
598.2.a.h,598,2,0,2,4,0,0,4,-2,4,4,-2,0,-8,0,-4,4,0,-16,0,-8,4,0,-12,-8,12,20,12
598.2.a.i,598,4,0,-4,0,-4,-2,-6,-4,-8,4,-4,-14,4,-20,-18,6,-6,-6,-18,-8,-6,-10,10,0,-24,-18,40
598.2.a.j,598,5,0,5,2,-2,2,6,5,8,-2,5,2,4,-14,6,4,2,8,0,-12,6,2,2,-4,-2,-6,-14
599.2.a.a,599,2,0,1,-3,-2,0,-2,4,-3,0,1,8,-11,-12,0,13,6,-8,12,-20,-21,-9,-4,18,-8,4,-1
599.2.a.b,599,11,0,-3,-1,-2,-8,-5,-20,-16,-21,-3,-21,-3,-2,-14,-23,-2,17,-17,-40,16,10,-44,-40,38,-25,-27
599.2.a.c,599,37,0,1,4,6,12,3,26,27,39,-6,9,22,20,40,32,-8,-5,-7,106,-21,-31,88,26,14,47,40
600.2.a.a,600,1,0,0,-1,0,-4,0,6,2,4,8,-6,0,6,10,4,-8,-10,0,6,4,0,14,16,-12,2,-2
600.2.a.b,600,1,0,0,-1,0,-3,2,3,-6,-7,-6,-2,-5,-10,12,-3,10,0,-6,-13,-7,-4,6,-8,6,16,7
600.2.a.c,600,1,0,0,-1,0,0,-4,-6,6,-4,0,-2,-8,2,-6,-12,-8,-6,12,14,-4,8,6,-8,12,10,-2
600.2.a.d,600,1,0,0,-1,0,2,2,-2,-6,8,4,8,0,10,2,12,0,-10,-6,2,8,-4,-4,-8,-4,6,-8
600.2.a.e,600,1,0,0,-1,0,5,-6,3,2,1,2,6,3,6,4,-11,10,8,-6,3,1,-12,-10,-8,6,-16,7
600.2.a.f,600,1,0,0,1,0,-5,-6,-3,-2,1,-2,6,3,-6,4,11,-10,-8,-6,3,-1,-12,10,-8,-6,-16,-7
600.2.a.g,600,1,0,0,1,0,-2,2,2,6,8,-4,8,0,-10,2,-12,0,10,-6,2,-8,-4,4,-8,4,6,8
600.2.a.h,600,1,0,0,1,0,0,4,2,-2,-4,8,6,8,-6,-6,-4,0,2,4,-2,4,8,-10,-8,4,-6,-2
600.2.a.i,600,1,0,0,1,0,3,2,-3,6,-7,6,-2,-5,10,12,3,-10,0,-6,-13,7,-4,-6,-8,-6,16,-7
601.2.a.a,601,20,0,-5,-7,-12,-11,-34,-3,-13,-14,-47,-29,-26,1,-29,2,-37,-22,-21,-14,18,-88,4,-48,-1,-14,5
601.2.a.b,601,29,0,4,5,10,7,38,-5,9,2,61,27,16,-5,13,2,43,18,19,-24,14,126,-38,38,7,-8,-45
602.2.a.a,602,1,0,-1,-1,2,-1,5,2,0,-3,6,-9,9,9,0,1,12,2,-4,2,15,3,14,-4,-4,-3,-4
602.2.a.b,602,1,0,-1,0,-4,-1,0,2,6,4,0,2,2,2,-2,1,-6,-6,6,12,0,-8,4,4,18,-16,18
602.2.a.c,602,1,0,-1,3,2,-1,-3,2,0,1,6,-1,5,-7,-8,1,-12,-6,12,-6,15,-5,-2,4,-12,-7,12
602.2.a.d,602,2,0,2,-3,-3,-2,2,-6,-7,-7,-7,-1,-1,-7,-7,2,-3,4,8,0,10,10,-4,-7,12,-4,-9
602.2.a.e,602,3,0,-3,-3,1,-3,-2,-6,-1,-7,-3,15,-7,-15,3,-3,-1,-14,-12,-6,-26,10,-24,-11,0,24,5
602.2.a.f,602,3,0,3,0,3,3,-1,0,13,2,3,12,-18,12,-15,3,-11,-2,-36,-6,1,19,-14,-19,4,9,3
602.2.a.g,602,3,0,3,1,0,3,1,4,-8,-13,2,-7,19,-5,20,3,-4,2,2,0,27,-23,-6,24,-26,-15,8
602.2.a.h,602,3,0,3,2,6,-3,-2,2,2,2,-4,8,-2,8,2,-3,4,2,0,6,-18,-2,10,-8,0,4,10
602.2.a.i,602,4,0,-4,5,-1,4,4,2,-7,9,1,3,-11,17,-19,-4,17,8,-8,4,12,12,0,-3,8,2,11
603.2.a.a,603,1,0,-2,0,-2,-2,4,2,-3,7,-9,5,-10,-1,0,-2,1,-10,-9,-2,1,0,-7,-8,-4,-7,0
603.2.a.b,603,1,0,-1,0,2,4,-4,2,0,4,-6,4,8,2,6,4,2,10,-6,-2,1,6,-10,-8,-2,16,6
603.2.a.c,603,1,0,-1,0,3,-3,0,4,-2,-2,7,8,-1,-3,9,9,0,-1,9,14,-1,4,11,-16,-5,0,16
603.2.a.d,603,1,0,1,0,-2,4,4,2,0,4,6,-4,8,2,-6,4,-2,-10,6,-2,1,-6,-10,-8,2,-16,6
603.2.a.e,603,1,0,1,0,1,-5,4,-4,-6,-2,3,-4,-7,5,3,7,-8,5,-3,-2,1,12,-13,-8,-1,-4,-12
603.2.a.f,603,1,0,2,0,0,0,6,4,7,-5,1,-1,-4,3,0,-6,-9,-10,-3,2,-1,16,-7,8,4,15,4
603.2.a.g,603,2,0,1,0,-4,1,-2,-1,-6,-11,2,-10,0,3,-5,-9,7,0,12,-9,2,0,16,-11,-13,16,0
603.2.a.h,603,2,0,3,0,6,-1,0,-7,6,1,-6,6,-2,-1,3,3,15,18,-12,-7,-2,-12,-8,-7,15,0,2
603.2.a.i,603,3,0,-3,0,-1,1,-10,-8,0,-2,-3,-4,11,-9,-1,-3,-18,-7,-15,-2,3,-18,-19,28,7,6,-8
603.2.a.j,603,4,0,0,0,0,-8,0,-20,0,-4,0,0,-4,-32,0,-12,0,0,0,-20,-4,0,-4,16,0,0,4
603.2.a.k,603,5,0,0,0,3,7,0,10,5,5,2,-3,9,8,7,1,5,15,6,6,-5,-22,0,28,-9,11,-14
603.2.a.l,603,6,0,0,0,0,0,0,20,0,6,0,0,-20,10,0,-8,0,0,0,16,6,0,66,0,0,0,-20
604.2.a.a,604,3,0,0,-3,-3,-3,-9,-3,12,-9,-6,-21,3,-3,3,-6,-9,-6,-15,9,9,-18,3,9,-27,-24,24
604.2.a.b,604,3,0,0,0,-3,0,-5,-2,-11,-7,-4,7,-11,-1,-2,5,-19,-6,-23,-4,-4,-4,8,-2,16,42,3
604.2.a.c,604,6,0,0,3,6,5,10,1,1,4,10,2,16,4,-5,-5,16,-4,26,-1,1,22,-25,7,9,-6,-13
605.2.a.a,605,1,0,-1,-3,1,-3,0,4,0,4,-8,6,-2,-8,-5,5,-3,4,-2,-11,-13,2,-8,10,4,1,-8
605.2.a.b,605,1,0,-1,0,1,0,0,-2,-6,4,4,-6,-8,-2,-2,-4,-12,-2,4,10,-16,8,-14,-8,4,10,10
605.2.a.c,605,1,0,1,-3,1,3,0,-4,0,-4,-8,-6,-2,-8,5,-5,-3,4,-2,11,-13,2,8,-10,-4,1,-8
605.2.a.d,605,2,0,-2,0,-2,4,0,8,-8,0,0,-4,0,-4,-12,12,0,12,-8,-4,8,0,8,-8,12,-4,-4
605.2.a.e,605,2,0,0,-2,-2,0,0,0,0,0,0,0,-16,-16,0,0,18,12,-24,0,-10,-24,0,0,0,6,-20
605.2.a.f,605,2,0,0,4,2,0,0,0,0,0,12,0,8,20,0,0,-12,-12,0,0,20,0,0,0,0,-12,-20
605.2.a.g,605,3,0,-1,1,-3,1,0,-6,-4,-4,-6,-2,14,4,-9,-7,-15,-6,10,-3,19,6,12,-2,-18,11,-2
605.2.a.h,605,3,0,1,1,-3,-1,0,6,4,4,-6,2,14,4,9,7,-15,-6,10,3,19,6,-12,2,18,11,-2
605.2.a.i,605,4,0,-3,-2,4,-11,0,-7,-3,-12,-9,8,3,-3,7,-21,-3,-11,-7,-4,-1,-15,9,-6,-15,0,6
605.2.a.j,605,4,0,-1,0,-4,-3,0,-1,1,-20,5,-12,-5,7,-11,-19,5,-11,9,-12,-19,5,-11,-34,11,-8,32
605.2.a.k,605,4,0,1,0,-4,3,0,1,-1,20,5,12,-5,7,11,19,5,-11,9,12,-19,5,11,34,-11,-8,32
605.2.a.l,605,4,0,3,-2,4,11,0,7,3,12,-9,-8,3,-3,-7,21,-3,-11,-7,4,-1,-15,-9,6,15,0,6
605.2.a.m,605,6,0,0,6,6,0,0,0,0,0,12,0,0,0,0,0,42,24,0,0,30,0,0,0,0,-30,24
606.2.a.a,606,1,0,-1,1,0,-3,-2,-6,-1,-5,4,3,-2,-2,-12,13,8,11,-10,-11,-8,6,-2,-14,-4,-8,-7
606.2.a.b,606,1,0,-1,1,2,4,4,-2,-6,4,-8,2,0,-2,-10,4,-8,10,4,10,-4,-8,2,0,-4,14,2
606.2.a.c,606,1,0,1,-1,0,-1,2,2,3,7,8,-7,-2,2,0,1,8,1,6,-5,-12,6,-6,6,-16,0,-7
606.2.a.d,606,1,0,1,-1,3,2,2,-4,-6,4,-4,8,7,-4,9,-8,8,-14,-6,-5,3,-6,-12,-3,14,9,-13
606.2.a.e,606,1,0,1,1,-4,-5,-2,-2,3,-5,4,-7,-6,-2,8,-11,4,1,10,-5,8,-2,-10,6,-16,-16,-7
